V1	V2	V3	logFC	logCPM	PValue	FDR	Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_24_2b	Bo_25_2b	Bo_20_2b	Bo_21_2b	DAR_logFC	DAR_logCPM	DAR_PValue	DAR_FDR	DAR_Bo_14_2a	DAR_Bo_15_2a	DAR_Bo_22_2a	DAR_Bo_23_2a	DAR_Bo_24_2a	DAR_Bo_25_2a	DAR_Bo_20_2a	DAR_Bo_21_2a
chr1,1761062,1761743	0	Pcmt1	0.285364583769201	6.41184543855129	0.00226501347689004	0.0229239276067663	92.3501371459207	91.0152758240139	94.5112138276129	95.6903186397082	77.0095775265815	88.9337739980324	60.5306328280939	80.1758655576206	1.25795321762181	2.26709428878997	1.46230487384356e-16	4.98725200175787e-14	6.47919457693744	6.88305717293683	5.96107938363872	6.76439921209318	2.89235855203136	2.79426970237382	2.70345045084514	2.49215342962133
chr1,2457724,2458387	0	Ust	-0.135014235845371	4.73004644843888	0.24794187171579	0.538402539728644	26.5548643597548	25.897927357233	20.2580019198156	27.8864158002677	27.1999036469874	29.1236632735536	22.1706905584002	32.0326211494566	1.08285478058338	2.79553237989907	6.84178149993474e-12	6.83526551755385e-10	10.4594423436582	7.61042754164268	8.25351621266335	10.377989968827	4.57188701384183	4.19204111628923	5.12461918566753	3.41445829715797
chr1,3304612,3305398	408352	Samd5	0.249707101637023	5.17395934551556	0.00448788627749811	0.0391168132010324	41.0770283894112	36.663344796053	35.7597276325916	42.7270579785156	34.2774266642607	31.8725980850148	29.2014322004087	36.1199682667571	0.599257511656104	3.27742664904453	1.41232164868941e-07	3.97967753460978e-06	11.4774449379508	10.7331044900027	12.8487019790462	10.7492449777039	7.65201626434999	6.89456579067163	7.7367116411433	7.9394643936954
chr1,3678536,3679299	34451	Samd5	0.249707101637023	5.17395934551556	0.00448788627749811	0.0391168132010324	41.0770283894112	36.663344796053	35.7597276325916	42.7270579785156	34.2774266642607	31.8725980850148	29.2014322004087	36.1199682667571	0.701239178814388	2.26380575463233	1.19530220718314e-05	0.000185218337090683	6.38673107744587	4.85985703037743	5.50365566884459	6.11569376335135	3.63909350721879	3.35378482577296	4.00690687629013	3.04573850807044
chr1,3734768,3735481	0	Samd5	0.249707101637023	5.17395934551556	0.00448788627749811	0.0391168132010324	41.0770283894112	36.663344796053	35.7597276325916	42.7270579785156	34.2774266642607	31.8725980850148	29.2014322004087	36.1199682667571	0.921749700133879	3.12302472110131	4.15219142843107e-16	1.22851633058118e-13	10.7369134812525	11.102332927564	11.7450021535872	11.0270660299771	6.06526439671098	5.40381285606978	5.87286339769766	6.18541303314102
chr1,4570933,4571458	10144	Adgb	0.955987956154596	1.09225105963105	0.0101945555873814	0.071130194666502	2.16828435013102	4.98835000250926	1.01312999695193	2.27387025446412	0.80766046477433	1.81166882938352	1.13176536731907	1.60096129131619	1.31973693206644	2.02197117081367	3.44402414585629e-15	8.2506424814607e-13	5.55360283998019	5.59735299020611	5.9649107507745	5.00404424805995	2.3326080552694	2.14262739611422	2.14428862090245	2.2155273006615
chr1,4683946,4684841	30736	Rab32	0.822880701629484	1.73087003487095	0.000418891411699876	0.00609156300277241	4.33160076189888	3.24872896767666	3.63850483842064	5.01992309989485	2.41342686282409	2.80466494772623	1.09380481426305	2.88131408748824	0.678340771740384	3.48547284391539	1.93237671864904e-11	1.70016178752105e-09	14.1617513417813	13.8561849516203	13.2097417914336	12.9731373475423	8.67817088309653	8.94106527538872	8.38994195286767	7.84596576094802
chr1,4990189,4990749	0	Grm1	0.367405560359348	6.78072089189759	7.07742746251192e-05	0.0014088567780202	131.258764935057	111.471410447808	113.932583125192	138.252486161657	102.191562418545	91.7197578073844	83.0530763073566	106.764662997423	0.688965509980488	2.07065239844849	4.42161251400569e-05	0.000552274798474959	5.5536826007918	4.12585191469253	5.32247040404096	4.81858440694792	3.17257631001607	2.8881155414221	3.44795010325059	2.76900405033508
chr1,5466729,5467842	0	Epm2a	-0.047311061523149	3.76967130616241	0.639956207645478	0.848225355649524	12.9986634388091	12.7892225855732	14.2699680664218	12.9770671735058	14.0008719362505	14.7219593842072	12.6015460467703	13.5370099565825	0.829897178892268	3.54375778860678	7.81088048304396e-14	1.38661153682837e-11	13.4210688000981	13.8526636646613	15.4150065139471	16.0305022917448	8.58447700517216	6.896139233572	8.48233833339514	9.04772458103692
chr1,5919612,5920305	118296	RF00322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.831211455364713	2.07048510092745	9.69283623977671e-06	0.000154554082041617	4.53535959481316	5.59890906256986	6.24292698140702	4.17021555234776	2.89295359613395	2.60892432802424	2.51807118786537	3.50879626537436
chr1,6249302,6249815	29066	AABR07000248.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912171999715635	1.86594578784501	1.60799762962793e-07	4.46026073275881e-06	4.16515161280508	4.95656121789716	4.5873366303223	4.35527356394474	2.42627279261064	2.32892090315859	2.23779370413415	2.58504042576838
chr1,7955249,7955956	0	Aig1	0.0226567886593075	5.19726482526216	0.814574273105497	0.933960395751322	36.9075807018869	36.8262570901773	35.6661250544464	37.8688762470237	36.2117115384969	40.5304771080801	30.0973760668017	38.2844607963801	1.34992358907132	1.79056731344823	7.65618105726958e-08	2.32587994435718e-06	3.79483976446991	4.95580974099904	6.61347594660572	3.42900255682935	1.77338071851394	1.39844846183272	1.58555710246184	2.58588326247659
chr1,8195622,8196255	114322	Hivep2	0.2427842575133	8.24227866728968	0.00154979011859814	0.0169474519116754	337.301813500582	293.740621632886	334.961807467983	346.353599225493	296.526041000706	269.007580369649	254.428019402277	289.312067022874	0.957893943150841	2.89742402981851	9.2334155255184e-12	8.87869847907973e-10	9.25596153623031	11.2921150932547	9.63305409782552	8.15487917927521	5.03897824836184	5.40135500409794	4.28995938860564	4.98501637254853
chr1,8214238,8214893	95684	Hivep2	0.2427842575133	8.24227866728968	0.00154979011859814	0.0169474519116754	337.301813500582	293.740621632886	334.961807467983	346.353599225493	296.526041000706	269.007580369649	254.428019402277	289.312067022874	0.983595253151265	1.84284216794444	4.75924014712172e-08	1.53685276280702e-06	4.16515161681432	4.49593260282663	5.14006749450097	4.26264194260877	2.33286759155957	1.95702612706459	2.23743339942007	2.58520786838396
chr1,8286604,8287285	23292	Hivep2	0.2427842575133	8.24227866728968	0.00154979011859814	0.0169474519116754	337.301813500582	293.740621632886	334.961807467983	346.353599225493	296.526041000706	269.007580369649	254.428019402277	289.312067022874	0.875376270607814	2.64610237866133	5.04994919906088e-09	2.12669210977969e-07	7.31217245227232	9.54896834561898	7.24535072504778	7.32063954366709	4.38573753125351	4.74930013898575	3.73041075040457	4.24638904260176
chr1,13911720,13912093	0	Arfgef3	-0.122782344977703	7.79607569930138	0.14945106765923	0.406065638351302	211.65772084743	192.256653314157	231.844113829613	214.903513731248	244.302327159257	250.103773377251	197.005485534565	235.007222650981	0.958323142071957	2.29799728218378	3.31993418460601e-09	1.48841412801692e-07	5.36836749474023	7.16049500490653	5.68584427867759	6.76430263212487	3.35904737787351	3.16717908309799	2.89079946788529	3.4158852055238
chr1,13918362,13919471	2768	Arfgef3	-0.122782344977703	7.79607569930138	0.14945106765923	0.406065638351302	211.65772084743	192.256653314157	231.844113829613	214.903513731248	244.302327159257	250.103773377251	197.005485534565	235.007222650981	0.730899908549211	2.07458848436397	2.22195738325152e-05	0.000311904708794194	4.35023022299844	5.41512490889877	4.40115027989746	5.93017818232553	3.17240627293215	2.88799059888173	2.89024283465905	3.13881861761868
chr1,15234837,15235731	11602	AC136053.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79386831277268	3.49712632023873	1.07397030919075e-07	3.14487363190358e-06	12.6805721960344	18.5495180944833	12.8399630075302	12.2321721373854	8.11891056499317	9.49767689167495	6.5295286383074	8.30848736991111
chr1,15273316,15273867	17388	AC136053.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.654645823997519	2.81695837793605	2.82451568274418e-07	7.28043629110613e-06	8.33039369691185	8.34966325386106	9.26918371302108	7.5987086598156	5.41233777717115	5.03077125498424	5.22060663360605	5.63153906217889
chr1,16022075,16022421	0	Pde7b	0.376522138978018	6.62012923416767	0.0153274885586822	0.0957275110480083	93.1621436534375	142.467418793007	119.340757145157	88.9889608166241	70.9883589733862	116.685124214674	80.892661523249	73.3773373393139	1.25623476283155	1.44315999547261	3.95386526499319e-06	7.1697723351634e-05	2.6841196881648	4.86856189895161	4.31498719183803	2.40966754893882	1.40019164137393	1.49040200097356	1.02685713063987	2.03169754138888
chr1,16213009,16213893	9100	Pde7b	0.376522138978018	6.62012923416767	0.0153274885586822	0.0957275110480083	93.1621436534375	142.467418793007	119.340757145157	88.9889608166241	70.9883589733862	116.685124214674	80.892661523249	73.3773373393139	0.658137218194334	3.56390183402332	3.44969974951268e-09	1.5366270647825e-07	15.920510242561	13.209710747468	13.0235179335523	14.8260878547996	9.33112682073062	9.49996593684673	9.69299594733592	7.56810029853041
chr1,16214588,16214961	10679	Pde7b	0.376522138978018	6.62012923416767	0.0153274885586822	0.0957275110480083	93.1621436534375	142.467418793007	119.340757145157	88.9889608166241	70.9883589733862	116.685124214674	80.892661523249	73.3773373393139	0.991475691291595	1.65421164884876	2.06821750662471e-07	5.54144624046653e-06	3.51722107539549	4.49829866935906	3.9448722339983	3.79928293097617	2.05282193770134	1.95620373000901	1.77185050514921	2.12341133288594
chr1,16312334,16313031	76795	RF00403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.984400688640199	2.2531582255723	5.26492511381793e-07	1.25477392540472e-05	4.90552978854861	8.08246223028559	4.94979417082608	6.39371865207577	3.17257593159376	3.35257070756489	2.51860998187252	3.23119563989275
chr1,16690040,16690740	2223	Myb	1.71833490771606	0.646745015377967	0.00710899779278491	0.0554759080521219	0.807472438308643	6.25195442923634	0.926404237088647	0.660042189117349	0.163346601530511	1.22909395094025	0.867159141654157	0.321591389167511	0.674731643457491	2.16297671919963	4.38745508642444e-05	0.000548924037508264	5.46106461552235	6.05897412226956	4.76856550632251	4.81869423117227	3.3593840671181	3.9105371278415	2.98401604455512	2.95357225876044
chr1,20627980,20628675	107081	AABR07000639.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.632204107163079	2.49746960856542	3.36100042594937e-06	6.25021497421915e-05	6.29403589338355	7.25104771161465	6.51317404330737	6.4865399853708	4.38573738454012	4.28481965527452	4.00925880793867	4.43126089237437
chr1,20967505,20968028	4979	Epb41l2	0.127244410043672	6.65688614806479	0.072533225394782	0.262453250086148	105.267047172509	96.7439605981952	113.232227592807	105.586881472089	101.387973899742	94.2796196688528	94.1862679144071	95.4775543113099	0.95395456721089	2.10204906498609	5.74278365252853e-08	1.81054591711822e-06	5.55361833347555	6.05840372830575	4.30763793644564	5.74506156845391	2.89261604605851	3.25888214327047	2.70366635237475	2.30719464068867
chr1,20978856,20979215	16330	Epb41l2	0.127244410043672	6.65688614806479	0.072533225394782	0.262453250086148	105.267047172509	96.7439605981952	113.232227592807	105.586881472089	101.387973899742	94.2796196688528	94.1862679144071	95.4775543113099	1.28128416154708	1.76130698065616	1.04317827554609e-05	0.000164818358578636	3.14685948156975	7.07594824942636	4.86359844519079	3.05841169274836	1.7734654700573	1.95587245575943	1.12084390260647	2.58584600754976
chr1,20979402,20979944	16876	Epb41l2	0.127244410043672	6.65688614806479	0.072533225394782	0.262453250086148	105.267047172509	96.7439605981952	113.232227592807	105.586881472089	101.387973899742	94.2796196688528	94.1862679144071	95.4775543113099	0.681520640324396	2.42467891280449	2.28996727088599e-06	4.48116433104921e-05	6.01635243092132	6.5151622010864	7.06676185296118	5.93065684033399	4.0127029897513	3.633707620894	3.82248372449569	4.43167218346709
chr1,21041771,21042096	79245	Epb41l2	0.127244410043672	6.65688614806479	0.072533225394782	0.262453250086148	105.267047172509	96.7439605981952	113.232227592807	105.586881472089	101.387973899742	94.2796196688528	94.1862679144071	95.4775543113099	1.41128115427127	1.88399388468273	1.19801358835364e-08	4.54234790668541e-07	5.3685173785596	6.24402300574118	5.87461875954802	2.87329571481428	1.8666145945019	2.42036977649728	1.49282220265752	1.84617730136186
chr1,21065539,21065834	76136	Akap7	-0.111291372352686	3.54462161796415	0.312810522164851	0.607748445823974	10.8323269529453	11.0866830155527	11.387828272442	10.9488107478445	11.9098226329151	13.8826162592657	9.93413456839975	12.1744596144335	0.874920123134581	2.08633603657268	1.17983079174005e-07	3.40777659721864e-06	5.09077771775288	5.2299758492601	6.05817833171275	4.63342067874291	2.89286977474658	2.60886292444188	2.79681194424288	3.13904613698867
chr1,24395764,24396223	61889	RF00026	-0.19453541813867	5.00561397013198	0.00716789769868775	0.0557256650013344	29.4465543768482	29.070381046013	31.6031885102787	29.1160702178128	34.7618906295556	35.0058098403775	33.2416145931002	33.4818978370916	0.703112816824724	3.10383341201571	2.85523084625105e-09	1.30148204920419e-07	10.1815738424802	9.72381730513569	11.4714631300423	10.2857555141185	6.53202264156532	5.59088141079082	6.61794546159092	6.83177773623679
chr1,24591535,24591989	0	1700020N01Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.937194104193487	2.97390619171928	4.51575439555142e-09	1.93348014731977e-07	10.4593284172919	7.51562699628075	11.3806745638122	10.9340925005535	5.50510024120473	4.0084799971374	6.33566686226037	5.16946404190764
chr1,27958455,27959495	0	Nkain2	0.166616220193433	5.02045352498211	0.026716499289521	0.1393838510894	33.2985055460579	35.5909876393311	34.5841018732924	33.1716186530184	29.7754741296532	32.9250753746437	28.948180577089	30.1974124532266	0.775591256459061	3.05840712118222	1.01275260486394e-09	5.28785172286201e-08	10.3667323425931	11.2895373703761	10.8274742121936	8.61825971254997	6.06565530789888	6.42613277814249	5.50136827566962	6.00040267799818
chr1,28489646,28490291	0	Tpd52l1	0.722757466673365	5.06068119972383	1.38098714774347e-14	3.5996863105804e-12	40.8399320418171	35.8787962159019	46.6928449364939	42.2489050797928	27.0332392335855	26.3111541824922	21.8475653528695	25.2307484288927	0.768687343638728	2.19971543157796	8.86581439667856e-07	1.97368422488631e-05	5.64617220909097	5.68937651986099	6.1490436231831	4.72615152463518	3.26623086284014	3.260199699195	3.16975352196211	3.32338080296118
chr1,29595078,29595729	107605	Trmt11	-0.0228835348755275	2.24344846992748	0.901093735545181	0.972775647148291	4.41342464206549	4.02673964693325	5.27197280486346	4.46105690622502	4.90728304006258	5.12371871413626	3.89669689055784	4.56580268921278	1.08468004506476	2.38997356689254	4.99926359758825e-13	6.86744079197271e-11	6.94201001930671	7.06594739687364	7.5253401918585	5.93081125536466	3.35913200330438	3.16724216025115	3.07674747384549	3.3234124929408
chr1,31566694,31567222	0	Sdha	0.150021571838387	7.79948292547043	0.0207776966622171	0.11807017881854	231.074964721125	239.491457286559	234.510099649882	231.693537506392	209.14280566911	222.880196672627	200.356143699674	212.099744439292	1.95257985469407	2.02184305559404	6.51955932156296e-23	9.81250369715413e-20	4.99809287121875	7.2529944922804	5.87036616094712	6.48637474013003	1.67945399860569	1.3977742096033	1.39891003539993	1.84664507753976
chr1,31954085,31955008	0	Brd9	-0.00643644100791166	5.04307915298868	0.948726179011564	0.991876204256452	33.5366151752636	28.9819904085363	34.6573363903246	33.8137156750544	35.4820506176749	30.8036660249987	31.9557965054913	33.3203229253075	0.758848296474507	3.23713548792159	3.84989874008723e-10	2.29186491290799e-08	10.7368618489054	12.2976361485995	12.9401838998901	10.4713796958044	6.90560792544947	6.42829275572099	6.34036711506963	7.7554927889791
chr1,35001195,35001759	25282	AABR07001035.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.819667583824521	2.92424326720176	5.7928254969439e-08	1.82300218388824e-06	11.2925525912401	9.63504822582916	8.80494261271056	8.06220313034947	5.41241845750787	6.51725527719627	5.31362379932591	4.15265759382088
chr1,35671167,35671821	80650	RF00560	-0.302916606416116	2.97880468068633	0.0116292470747159	0.0787153593028907	7.06014229925702	5.9620073893888	7.66673795208519	6.97396137590029	9.25109933463304	7.95357397190319	8.4904518825923	8.41067230054403	0.65494315168487	2.62743111691926	4.0632184953138e-07	1.00325559666389e-05	7.58995421075692	7.34052057787233	7.52354434849907	6.85729998471361	4.75901822123057	4.75031102624583	4.66095994685029	4.43077657444589
chr1,36907785,36908540	45956	AABR07001064.1	-0.26490493120329	2.00370254896639	0.153245282610772	0.412044293356913	3.69003002692516	2.47139457792808	3.95506075275651	3.88937335506051	5.06516792593201	3.97678010006483	3.3190321304571	4.48461366309212	0.846392292251341	1.77128735507979	1.50590201883335e-05	0.000224506183748556	3.60976614871202	4.68169861219903	4.77313554762661	3.52145894162366	2.33295324298867	2.14288244359313	1.95870360162763	2.77007051395418
chr1,38427461,38428730	0	RF01518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04972357197241	2.78111329958525	1.34048306367394e-06	2.83120818884691e-05	11.8480460006074	5.7700216375791	8.53026073294862	9.91476775396635	4.57197000787231	3.82047053120884	5.96096591462511	3.04474234158524
chr1,41662955,41663496	0	AABR07001382.1	0.205457670481168	10.4096233848236	0.00481054146583658	0.0412268178353178	1448.70580784506	1364.73599942619	1541.59278295649	1472.13777749392	1311.09637542173	1328.91960019804	1135.62699992945	1278.84679900853	0.800136699781625	2.89982474517527	5.09785841862145e-07	1.21957543108099e-05	11.20000872027	9.35954215874251	9.26600651507014	7.13577494998845	5.31925645171009	6.4242309997696	5.22054066072937	4.24513300977699
chr1,41664393,41665057	0	AABR07001382.1	0.205457670481168	10.4096233848236	0.00481054146583658	0.0412268178353178	1448.70580784506	1364.73599942619	1541.59278295649	1472.13777749392	1311.09637542173	1328.91960019804	1135.62699992945	1278.84679900853	0.604513553095769	2.85900429217571	5.51914214024507e-05	0.000665353102799456	9.44123680454335	7.61254846547743	10.2816630602	6.76502637163725	5.59929156787234	5.40312082200903	5.87205084331274	5.53874773669134
chr1,41665381,41666282	0	AABR07001382.1	0.205457670481168	10.4096233848236	0.00481054146583658	0.0412268178353178	1448.70580784506	1364.73599942619	1541.59278295649	1472.13777749392	1311.09637542173	1328.91960019804	1135.62699992945	1278.84679900853	0.739773960664679	2.05860108257836	4.18433476638063e-05	0.000527779619631256	4.4428081793695	6.24452040831492	4.40132472580854	4.81859228367071	2.98627316695725	3.35230415601807	2.51834281146659	3.04644174149676
chr1,41750974,41751535	0	AABR07001382.1	0.205457670481168	10.4096233848236	0.00481054146583658	0.0412268178353178	1448.70580784506	1364.73599942619	1541.59278295649	1472.13777749392	1311.09637542173	1328.91960019804	1135.62699992945	1278.84679900853	0.863279596806607	2.09024888039859	2.10945675839166e-07	5.64102468947424e-06	4.81306097057437	5.50632378602848	5.96605692536036	4.72605366520168	2.89295372761961	2.60892442434557	2.70394950367433	3.32390256316095
chr1,44252622,44253196	24379	AABR07001444.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.934550672597978	1.69606285576661	1.81427029754513e-06	3.66742159942305e-05	3.79492944486893	3.39253246287961	4.58946737957052	4.26246038926781	2.1462284272299	1.58492111373331	2.32975354134398	2.30813673564067
chr1,46092472,46093157	0	Arid1b	-0.0659931037040008	7.67912789465758	0.382441408935386	0.67485350165313	193.76742096849	200.801139859387	212.618939003708	193.25732264763	208.498637020869	234.118328124056	189.263000898155	206.253761004815	0.734643214597048	2.15931602174997	3.49582822289543e-05	0.00045471117535992	6.38678396979796	5.04540251769975	4.492043622987	5.46714297556358	3.26606476723314	3.72450459254217	3.44839846368381	2.39910790941842
chr1,46416108,46416389	0	Zdhhc14	0.0836029727313854	5.83502355127824	0.237398158234715	0.52651397592111	59.3724126392589	55.4256769821363	59.1003654440115	60.4128778549724	57.3723793015976	56.2786649882176	50.4017988705668	57.1884448370239	0.866408816589696	1.74172780643821	2.78882120321264e-05	0.000376670400279406	3.88749273241971	5.05057262663065	3.20751207969259	4.16985553731991	2.33269518333186	2.69997087445176	1.9584958705666	1.93817816532949
chr1,46667017,46667900	17725	Zdhhc14	0.0836029727313854	5.83502355127824	0.237398158234715	0.52651397592111	59.3724126392589	55.4256769821363	59.1003654440115	60.4128778549724	57.3723793015976	56.2786649882176	50.4017988705668	57.1884448370239	0.585124201873308	3.880528233558	9.88869041796134e-10	5.18269184252184e-08	15.5498937933548	19.0902508349159	16.6948282867054	18.43988548906	11.9441217195802	11.1787481734188	10.9084304866014	12.4633240933354
chr1,46817804,46818694	0	Snx9	-0.0243139640292407	3.68335053842202	0.814379959030046	0.933897163941237	12.5167465817461	13.8081502434994	11.6488036184062	12.3281843819721	12.2335085945816	12.9109333575212	13.1399162353143	12.8956353735381	0.736449441500946	2.39960477766523	1.82520995938446e-07	4.98290955552144e-06	6.0163553420695	6.42314421438455	6.69843583466106	6.3011814802478	3.91913676271527	3.54038183684565	3.72905849291827	4.06213611529386
chr1,47191657,47192641	0	Tmem181	0.153817946358688	5.84398738773835	0.0608508947403505	0.235082525402109	61.6986512345003	56.6651009059378	59.1071971933133	63.8964890606645	56.3262200680992	56.7682196761121	46.0125155151474	57.9876966787987	1.06489630691321	1.96320696493429	9.71759089363978e-07	2.14195379793141e-05	4.44280231546735	5.4151278968459	6.61197893763576	3.61437161523653	2.33329222775339	2.14313293557389	2.05192025641973	3.04728171978259
