V1	V2	V3	logFC	logCPM	PValue	FDR	Bo_14_5b	Bo_15_5b	Bo_20_5b	Bo_21_5b	Bo_22_5b	Bo_23_5b	Bo_24_5b	Bo_25_5b	DAR_logFC	DAR_logCPM	DAR_PValue	DAR_FDR	DAR_Bo_14_5a	DAR_Bo_15_5a	DAR_Bo_22_5a	DAR_Bo_23_5a	DAR_Bo_24_5a	DAR_Bo_25_5a	DAR_Bo_20_5a	DAR_Bo_21_5a
chr1,13630317,13630892	0	Nhsl1	-0.101396740180666	6.2978487906153	0.245526924196451	0.497259191868853	72.1205775536434	69.9773443900016	81.1359823627702	95.0010865707488	83.6113495182617	77.41624223914	79.127267339449	69.980113086428	0.722697859173568	1.77047539713308	4.05796785329037e-05	0.000863373813018843	4.85174511647327	3.62420977869522	3.50809128090496	4.3754584968879	2.78680476338581	2.50906755868156	2.25538804427612	2.35943959549658
chr1,15660052,15660626	0	Map7	0.353455682968819	6.3464540126927	0.00021194806464932	0.00291487167503648	91.7984345083991	102.604428501676	74.2267770759556	66.4635824451245	88.4428192676213	81.7250987053997	84.5132210718887	60.1809678157748	0.914061236168478	2.37232530101179	3.74544030669166e-11	1.54913551336371e-08	6.66202013516205	6.56217973803426	7.13731923106554	6.11411446053372	3.10681537592534	3.8320685136763	3.82964635403988	3.27607904508707
chr1,24947460,24948595	22542	AABR07000740.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04159940259855	2.52482649785675	3.02091320023985e-07	2.06474710431124e-05	5.70637707096142	7.88181541468721	10.5378770980988	6.32420212782672	2.76834268521995	3.41645150477267	4.72075459148375	3.87430997986303
chr1,38427461,38428730	0	RF01518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.817871925425449	2.41126504901593	3.06561621495655e-06	0.000120071627302365	7.95057858764564	5.26347896345998	7.6317126355854	5.69838761621605	2.90175131944364	3.76377050384984	4.44612835322407	3.93986939756724
chr1,42112614,42113204	8432	Myct1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.840575580916768	1.40343002897997	6.65070029961429e-06	0.000220111723084765	3.50152616643274	2.81269438787439	3.28540475620568	3.33401559180924	1.85525122237112	1.60407197743473	1.84606633218672	1.90466490743947
chr1,48743037,48743623	0	Agpat4	0.0570983471966721	6.008661299179	0.395255410216146	0.642411038842258	65.0552265059685	69.2559910344403	66.5383361497727	59.4672622184416	66.8208061159369	60.957361064735	64.2489889142882	61.6766954531326	0.701560194964223	2.24177867702426	1.14154348700823e-05	0.000331896499453116	4.77013673653377	6.90084837700952	5.71474057323984	5.48827441814267	3.44300825935224	4.04023613889014	3.55528788910013	3.00878350967504
chr1,50478073,50478752	349382	LOC108348175	-0.30162661917243	4.60217561229296	0.000271467561207446	0.00357876888975212	21.9626225711322	21.2472289797056	25.5549052168908	28.1228145751598	20.8517398262918	22.4705831665392	28.8478716583461	24.2013791007962	0.73328133214172	2.08784375454996	6.19365298770236e-06	0.000208081969642391	4.4351680298803	4.94436632553623	6.13077403299536	5.14042756659261	3.04573423784946	2.51171834615169	3.35085486344543	3.48479237504848
chr1,80027845,80028097	831	Fbxo46	-0.0848886877984626	3.74870707018919	0.399774449117406	0.645564498669174	13.5801611640589	13.7354763964619	13.4528859903868	12.3144146714939	11.6164868227887	12.7200296375155	14.783064868089	14.2361938258434	0.90908202322417	1.96662182946017	2.07687908892589e-08	2.60511299169714e-06	4.57251630706035	5.08336039634388	5.7048994058152	4.44708673509549	2.24569632656588	2.78728564116506	3.00948338302498	2.49025793606261
chr1,84123036,84123685	0	Ltbp4	-0.226876062865529	5.93122267330521	0.000397069897468038	0.00483741621353976	56.2567715266589	57.9273878887402	67.1121102462896	64.4335214835537	56.1159108938421	54.1287665262393	69.1722988506686	61.9972225890802	0.617314262722382	1.92631868088505	3.61047110047988e-05	0.000790890892416689	4.23733874969972	4.28010413144136	4.64082201545923	4.65355734080448	3.0490020891738	2.58030623690707	2.93995400746605	3.02033237788605
chr1,89320122,89320756	0	Cd22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.597680760982943	2.66236671732219	1.0249691378865e-06	5.27654986979823e-05	7.2657185427912	7.37406329852511	8.06547344128408	7.22490356402169	4.63196602220474	4.94862555042469	5.26531529283336	4.92038505591295
