V1	V2	V3	logFC	logCPM	PValue	FDR	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19	svz_16	svz_EXTRA_16	svz_17	svz_EXTRA_17	DAR_logFC	DAR_logCPM	DAR_PValue	DAR_FDR	DAR_Bo_14_svz	DAR_Bo_22_svz	DAR_Bo_23_svz	DAR_Bo_24_svz	DAR_Bo_25_svz_2000g
chr1,1885239,1886487	0	Ginm1	0.0412706577571947	3.35560359455116	0.810724918189775	0.942092769170648	10.187660857633	11.8824857103455	9.9101918500763	9.12289396688353	9.96974494653367	9.61236462933476	9.80956459873168	10.5465736699547	0.588541353535294	5.30859835665673	1.34227968305439e-05	0.000238116616309024	45.2976307815966	47.3835991940704	43.7853476124846	27.6082100307865	32.8681637468285
chr1,11966396,11967202	0	AABR07000398.1	0.21288348130454	4.01216034104129	0.151267678165233	0.442836127828719	19.6486029377419	17.3176881255433	16.7132179000181	15.1728490791676	16.8497850964685	14.0771423118549	15.1940953578802	13.2814376090186	1.46521398493048	4.21289910876594	1.12622703972417e-13	3.37107488431468e-11	24.0468453438995	27.9000334317016	21.7280316544267	6.71801922594382	11.0377822071876
chr1,15620474,15621781	0	Map7	-0.516818786254349	7.0544837644378	8.21915252617649e-07	4.75290252254453e-05	110.286733839004	96.0733221469147	122.775433210742	107.985829650363	163.75201691649	156.012745825713	153.967116593457	151.713583172807	0.830569766550814	3.61106129573357	1.02394326257792e-05	0.000191238785287774	14.2044022635737	16.2403190136069	13.1276970850749	6.48286603236978	9.82256194555828
chr1,32065867,32067056	0	Nkd2	-0.44535575619031	2.19002479173776	0.0384518934387089	0.187808830935258	3.60022879420501	4.04963774669105	3.74976700718324	3.69109009578199	4.90359448832431	5.72695670508934	5.27793518727928	4.64984848818255	0.977873911679957	2.77465087391148	2.03528273184154e-07	7.63292872676937e-06	8.27660954790032	8.16757644021909	8.25876222618219	4.15678885964435	4.19033208117093
chr1,38427461,38428730	0	RF01518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644525446626346	3.35041113116777	7.09740419829611e-05	0.000903581443236178	11.7438435657071	11.3240679543713	11.8783704843342	7.61824428131444	7.27702141602361
chr1,46386851,46387339	0	Zdhhc14	0.140961395894171	5.84094674153427	0.215037256510538	0.536131217794896	58.8540170088273	51.6334795413716	71.1896485727158	58.350333275116	56.2358278868745	58.0461779281172	51.6600891108017	51.7414668130018	1.00679819827887	2.16905154267921	2.33401436326522e-05	0.000370536905218232	5.48047638095148	4.7863168423263	5.76811095952682	3.11110340113308	2.20258271775719
chr1,46404657,46405392	0	Zdhhc14	0.140961395894171	5.84094674153427	0.215037256510538	0.536131217794896	58.8540170088273	51.6334795413716	71.1896485727158	58.350333275116	56.2358278868745	58.0461779281172	51.6600891108017	51.7414668130018	0.920219810460298	2.4418440063621	1.43118854248186e-05	0.000251698289589819	6.37521331263429	6.75566379556811	6.11052402558215	3.00688450056862	3.75141891701718
chr1,47003445,47005074	18413	Gtf2h5	0.00644247474063583	4.7616594704532	0.957502714605626	0.994110254420508	27.8474889836178	26.0564969127534	28.0690583157966	26.3544136564621	27.9245003898218	27.0001646054255	26.8163029968172	26.1030794847717	0.717881174947765	5.19061438809648	1.32822185407379e-05	0.000235988103902426	42.3896038896931	47.0655083383312	39.6021437788544	21.6173452250142	30.6690275527673
chr1,47161697,47163013	0	Tmem181	0.177591826592474	5.56709489083971	0.124526546381859	0.396142994341159	48.833331863083	49.8749556202495	57.8516468813225	44.2970368917186	45.7156413986024	41.9702318332358	40.5710962194798	49.3174298047748	0.719563091727646	4.14314819821386	2.42328389679348e-05	0.000381693427275557	20.3559410041869	22.556130063536	19.1235126151343	10.5243904815656	14.5645136256486
chr1,48625187,48626489	0	Map3k4	-0.262175856602381	5.85705812714171	0.0152208211430058	0.0980215301106863	58.9581702500813	50.7808281145947	49.4966487628853	51.2230750081029	68.9018844416664	61.0913380838357	66.7474243888148	55.6677389116297	0.752169980688137	5.2307364665553	1.85872289751387e-06	4.84264021161628e-05	43.955452280384	48.26190416905	41.4117266635709	22.3075453393578	30.5574687647537
