V1	V2	V3	logFC	logCPM	PValue	FDR	Bo_14_5b	Bo_15_5b	Bo_20_5b	Bo_21_5b	Bo_22_5b	Bo_23_5b	Bo_24_5b	Bo_25_5b	DAR_logFC	DAR_logCPM	DAR_PValue	DAR_FDR	DAR_Bo_14_5a	DAR_Bo_15_5a	DAR_Bo_22_5a	DAR_Bo_23_5a	DAR_Bo_24_5a	DAR_Bo_25_5a	DAR_Bo_20_5a	DAR_Bo_21_5a
chr1,1698773,1699091	3605	Lrp11	0.0760787596100873	7.60855911835417	0.168380285156849	0.397290221270667	198.838116511824	204.029030155518	196.570905273771	184.415028269452	204.311642300583	193.525055427663	185.660002890452	192.930187526444	-0.994717709659911	1.56017903242152	2.65147204677421e-08	3.15133330406509e-06	2.02021897415647	1.7006068151228	1.92790320326706	1.80630229119988	3.50698872328076	3.416579797923	3.82894162047093	4.14122583979075
chr1,3420683,3421356	292394	Samd5	-0.284310920184101	4.9641134955759	0.00108306685192101	0.0106854266774961	27.9897292317971	30.1631647658755	35.7231353089843	32.6721807819454	28.1977838470861	25.7706082308783	38.0496688851741	30.1502223295669	-0.714405048492116	2.98620335132268	3.90979152150111e-06	0.000144902519261532	8.0256008931824	4.38241765449811	5.6462089267368	5.41941976539939	8.46523896120385	9.54904870546461	9.98259988599079	10.5762634582546
chr1,4755390,4756681	0	Grm1	0.445314305183028	6.27801483973347	5.08156485871507e-09	3.45950913067945e-07	89.7198883827711	96.9431789184103	67.7512591491623	62.6851504253515	87.7427999481957	82.880908238632	73.1456967966879	58.8731436745841	-0.964122173222402	3.0014555263745	2.48523254494103e-10	7.31234214777954e-08	5.99455633008693	4.3711715059321	6.06234383874573	4.79441939601764	8.3914240302658	9.27317400232019	11.625506291084	12.1622921277781
chr1,5090038,5090694	0	Grm1	0.445314305183028	6.27801483973347	5.08156485871507e-09	3.45950913067945e-07	89.7198883827711	96.9431789184103	67.7512591491623	62.6851504253515	87.7427999481957	82.880908238632	73.1456967966879	58.8731436745841	-0.827453487638712	1.74506441097301	1.07148840527137e-05	0.000316811283749784	2.69553012978053	1.7837970813688	2.49738811391564	2.22315104212272	3.70327768700146	3.41801095353933	4.30785421079435	4.93645832754093
chr1,7779601,7780718	20223	AABR07000276.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.632948633377397	3.13757834888515	4.13486733456361e-05	0.000876386039657537	8.8992422003007	5.04910800656551	6.99803295243165	6.11448916161732	8.79153511952181	10.0380195718282	11.3510837202419	11.8276742436577
chr1,8614599,8615430	0	Adgrg6	0.311025605954162	4.03966594249692	0.00717071142368205	0.04530194603955	18.4293510654746	20.2463342071674	14.8024501398092	13.7130180687709	17.0736266749733	16.5011042996755	17.6628741829552	12.081241189118	-1.10190715757234	2.08550291242604	1.37121728582423e-06	6.58593751594186e-05	3.91653902574265	2.15034969387376	1.65604063627633	2.6395500642336	6.10072885560434	7.17264337707281	4.37236166018012	4.64338601239176
chr1,11350228,11351026	407204	LOC100909435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.843126392304078	2.10504670665648	6.20097551178677e-06	0.000208081969642391	1.87438508787238	3.73763993772589	3.63322974956458	2.64064968161936	4.69397685016302	5.08896877677373	5.94984864070289	5.58116277485311
chr1,12483607,12484125	0	AABR07000436.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.960991489064516	2.16556702380426	7.3150891532819e-09	1.10077644075613e-06	3.84456512310132	2.58971264693463	2.50638601647828	2.77908515545846	5.29295983480815	6.75679396723968	5.46878283171516	5.37440786036456
chr1,13569075,13569589	12751	RF00026	-0.196181414479284	4.54999581567417	0.124522849446187	0.330226047888328	22.586760440027	24.0708766413471	24.0592631120388	23.8571024847254	19.6633217528267	20.5644488803238	32.3587040005517	19.2758007012938	-0.630441934350316	3.13467293861127	1.55585703382068e-07	1.24988332924501e-05	6.05069090139957	7.57475914481346	7.20968624439617	6.25305322046247	9.32702354618769	11.3582560718403	11.077052708037	10.165778807178
chr1,13604563,13605358	0	Nhsl1	-0.101396740180666	6.2978487906153	0.245526924196451	0.497259191868853	72.1205775536434	69.9773443900016	81.1359823627702	95.0010865707488	83.6113495182617	77.41624223914	79.127267339449	69.980113086428	-0.585938848462807	2.06383589725279	3.5032128073427e-05	0.000773067214049609	3.09406272699958	3.45847320530996	3.07387768658945	3.26471735504393	4.9692636196129	5.01764252777793	4.64849240509625	4.7218727013466
chr1,19462702,19463437	57771	AABR07000595.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.76335255172221	2.60872804711182	9.3783334368677e-07	4.92965252355789e-05	4.10204116447039	4.63834160992224	3.79392268803566	5.06897285957834	9.22855385881479	6.69376473223272	6.35551209915944	7.61290651066198
