V1	V2	V3	logFC	logCPM	PValue	FDR	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19	svz_16	svz_EXTRA_16	svz_17	svz_EXTRA_17	DAR_logFC	DAR_logCPM	DAR_PValue	DAR_FDR	DAR_Bo_14_svz	DAR_Bo_22_svz	DAR_Bo_23_svz	DAR_Bo_24_svz	DAR_Bo_25_svz_2000g
chr1,666311,666912	32501	AABR07000089.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.728744825265589	3.00763026042748	7.0142330657725e-05	0.000895123707132046	6.2633856697512	5.65798070156776	6.67303468374553	11.7614705223707	8.81521867075659
chr1,669395,670177	29236	AABR07000089.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.868734156244913	4.02253764341213	4.25421574258292e-08	2.08854915945079e-06	12.1912325831554	11.2111434999451	12.7818395392829	24.5737093294468	19.5103186651478
chr1,1477689,1478485	2843	AABR07000147.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.82022912700155	2.98541072758821	1.46753716380632e-05	0.000257096230057609	5.81597612653595	6.43099568425592	5.43238076633735	8.79017362331821	12.0270489926942
chr1,1483209,1483795	8363	AABR07000147.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.07996972904218	2.32000744377624	6.19348937549788e-08	2.83420150720516e-06	3.35538752957789	3.15659679704772	3.39368353605571	7.38485347942331	6.61428401814896
chr1,1698773,1699091	3605	Lrp11	0.213400345929734	7.68142123458113	0.0412763659208376	0.197217100958725	213.267514751713	246.070947154293	227.821617593863	194.124252356679	188.925934747448	198.457402379402	184.035505804298	188.673839783593	-1.35110201763656	1.63677574401637	3.25399902989127e-06	7.57714218225973e-05	1.67766495963734	2.07272118278305	1.58492100420241	3.47672929134529	5.63012058384378
chr1,1944078,1944985	0	Zc3h12d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.993607821388999	3.12263691825507	5.34472927999386e-10	5.09318718323885e-08	6.03967459288317	6.09900446519466	6.10920840053742	11.8939864761953	12.3513993340438
chr1,2185725,2186215	111829	Tab2	-0.0345362586805447	6.32417949309844	0.737589312833754	0.911062996685112	79.7806509157813	72.254807853669	74.4590218911482	89.7382511801063	78.4908718624598	82.5767489819447	83.9141467833062	78.9320236963433	-1.99540603809649	1.76708920141876	4.8847673010757e-15	2.26503553829475e-12	1.45399577504437	1.41522674596563	1.47071811224977	6.00155259882408	5.62276866928237
chr1,2192193,2192977	118297	Tab2	-0.0345362586805447	6.32417949309844	0.737589312833754	0.911062996685112	79.7806509157813	72.254807853669	74.4590218911482	89.7382511801063	78.4908718624598	82.5767489819447	83.9141467833062	78.9320236963433	-0.747471311250073	2.78952683908255	4.67749842434198e-05	0.000646892355329071	5.25675805625242	5.55729537485624	4.97917281550276	7.86108394756493	9.81889186716431
chr1,2193965,2194650	120069	Tab2	-0.0345362586805447	6.32417949309844	0.737589312833754	0.911062996685112	79.7806509157813	72.254807853669	74.4590218911482	89.7382511801063	78.4908718624598	82.5767489819447	83.9141467833062	78.9320236963433	-0.955984432791534	3.08441292823358	2.60302107178541e-08	1.39486805182067e-06	5.92782221101433	6.3197918842683	5.77087105289093	10.5170155496823	12.7964928674193
chr1,2223416,2223960	109818	Ust	0.450461585162901	5.0329761166999	0.00075359801200955	0.0101045412831662	33.4456265628725	32.8770771447649	38.5683400709117	45.8497346528452	23.965024668909	30.9942902059651	26.8163342728342	28.5347531764046	-1.01494988715709	1.67876984440267	6.82305760783768e-05	0.000874902267012677	2.12507267213297	1.9583391175136	2.26204696345142	4.72821724516209	3.85695135078431
chr1,2489768,2490275	0	Ust	0.450461585162901	5.0329761166999	0.00075359801200955	0.0101045412831662	33.4456265628725	32.8770771447649	38.5683400709117	45.8497346528452	23.965024668909	30.9942902059651	26.8163342728342	28.5347531764046	-0.812417926819241	2.81385045250414	3.5163632111488e-06	8.08713131981495e-05	5.25676440804453	5.00744813011139	5.42967069433722	9.8074191443417	8.59834355781821
chr1,2875075,2875532	10690	RF00340	-0.445643448849766	0.561117946072821	0.149545578969042	0.439810480467344	0.99881883986678	1.22554592635576	0.911154037559504	1.49118512785062	1.27008311926297	1.78680851529972	1.70596333300354	1.55036180747939	-1.38406076762872	1.54023533245439	3.33689150583639e-06	7.74662599504057e-05	1.56582635622442	1.85403123218537	1.47162513287694	3.2453779075983	5.29908978476902
chr1,4115423,4115928	103912	Stxbp5	-0.0664878096187608	7.09252810928766	0.591534086517104	0.848744676464838	147.653280122094	149.571446704393	128.454733404505	107.260177119186	157.194097490009	134.107328569552	142.451517757012	124.314353876852	-1.14957753432794	1.72780307209253	6.6456243162671e-06	0.000134724623964274	2.01321127040342	2.17922843852564	2.03670350803551	4.27626704128533	4.96411927556356
chr1,4354317,4354929	0	AABR07000200.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15062141227629	1.4371708396766	5.54147862911344e-05	0.000739161746173679	1.67768811796715	1.74325972337761	1.58439127106228	3.46710670537829	3.97119574066314
chr1,6911112,6911636	0	Utrn	0.0949973838575495	7.74823925906426	0.358931287455984	0.692872663757798	204.964868340413	215.272235261681	247.640920706902	220.023250519893	198.181100449252	219.3643574708	196.297463449584	217.467934130701	-0.892799184093151	2.154860700322	2.32817283387733e-05	0.000369755883113849	3.13168077704146	3.2684421561606	3.05515772238889	5.31738234890394	6.39863869177881
chr1,6932003,6932468	0	Utrn	0.0949973838575495	7.74823925906426	0.358931287455984	0.692872663757798	204.964868340413	215.272235261681	247.640920706902	220.023250519893	198.181100449252	219.3643574708	196.297463449584	217.467934130701	-0.746483416769799	2.98235626968386	5.97006273494138e-06	0.000124070586148773	6.03968092732654	5.98937251103803	6.10905875965625	10.1600107623266	10.1449370515178
chr1,7521537,7522548	40712	Phactr2	-0.686170637597565	3.98195327943374	0.0144082400358086	0.0944331105332006	12.9524721617957	11.7227664783867	5.73453976891798	17.7087625699131	16.4195798390624	21.7490188316218	26.709125315559	12.5506129043677	-1.17817566803175	2.21135843550772	4.571167791029e-07	1.50717019740467e-05	2.90798849749143	3.27110059739948	2.60367005459581	5.32551887581296	7.94652387516949
chr1,7769190,7770145	26706	Adat2	0.220130158020583	1.43961346875105	0.412408428639522	0.737485777455149	3.09788316688754	2.61101104937061	3.32045922749739	2.19968447094813	2.86032231945301	2.57446063937815	2.29248778794183	1.90893741319457	-1.68314412874584	1.89490347122381	3.19198302109093e-10	3.28279084575505e-08	1.90138817364148	1.63079187669004	2.03560110375991	7.25846204800959	4.73512168541376
chr1,7858706,7859418	0	Aig1	-0.104517907862677	5.47638038339527	0.320696979586688	0.657197979041643	46.0602961482868	42.4683138424922	39.2118855181077	43.4822616810956	47.8083280632044	43.2833947481606	47.8747544437685	45.1259521102659	-1.3481282584001	2.67644227468871	5.78084170766413e-06	0.000120732450129422	3.91462480865167	2.93105240305547	4.63481662435119	13.3543960163482	6.15983807024616
