chr10	102135516	102136712	Sstr2
chr10	103265830	103266721	Dnai2
chr10	103703229	103703854	Rab37
chr10	105283021	105283691	AABR07030823.1
chr10	105283840	105284453	AABR07030823.1
chr10	10629403	10630287	Sec14l5
chr10	106854746	106856343	Birc5
chr10	107470355	107470819	C1qtnf1
chr10	108340346	108341313	Ccdc40
chr10	108691200	108691961	Nptx1
chr10	14828507	14829030	Tekt4
chr10	15154948	15155607	Ccdc78
chr10	15157146	15157377	Ccdc78
chr10	31041169	31042115	Lsm11
chr10	36346062	36346608	Grm6
chr10	36346928	36347530	Grm6
chr10	44746242	44746740	Fam183a
chr10	55626401	55627172	Aurkb
chr10	56153951	56155111	Dnah2
chr10	58923750	58924743	Tekt1
chr10	64174719	64175206	RGD1565611
chr10	77511397	77512245	Pctp
chr10	80787972	80789351	Car10
chr10	83953947	83954777	Ttll6
chr10	86282842	86283329	Neurod2
chr10	86283554	86284285	Neurod2
chr10	86819075	86819998	Cdc6
chr10	86931909	86932563	Top2a
chr10	88459013	88459783	Ttc25
chr10	88669056	88669749	Hcrt
chr10	89511315	89512121	RF00004
chr10	89539003	89540775	RF00004
chr10	89557609	89558855	RF00004
chr10	89561596	89562588	RF00004
chr10	89569729	89571376	RF00004
chr10	91798201	91798790	Wnt9b
chr1	101905527	101907163	Ccdc114
chr1	112946151	112947686	Gabra5
chr1	124038476	124039690	Chrna7
chr11	30549254	30550908	Hunk
chr11	32307339	32307658	RF00004
chr11	32307837	32309754	RF00004
chr1	133559099	133559844	Mctp2
chr11	38034607	38035847	Mx2
chr1	142086702	142087512	Prc1
chr1	14223823	14224745	Perp
chr1	144600912	144601893	Saxo2
chr11	45887702	45888150	Lnp1
chr1	145931271	145931880	Cfap161
chr1	146225800	146226752	Cemip
chr1	153740451	153741528	Prss23
chr11	57207126	57208239	Plcxd2
chr11	61320543	61322349	Sidt1
chr11	61661062	61662168	Zdhhc23
chr1	163071339	163072474	Myo7a
chr11	66695037	66695612	Polq
chr11	66695769	66696962	Polq
chr11	70966546	70967617	Iqcg
chr11	72157430	72158093	Meltf
chr11	77815011	77815742	Cldn1
chr11	83865668	83867545	Chrd
chr1	185355805	185357318	AABR07005535.1
chr11	87015830	87016333	Rtn4r
chr11	87016929	87017913	Rtn4r
chr11	87434426	87434942	Lrrc74b
chr11	87434426	87434942	P2rx6
chr1	188097170	188097554	Syt17
chr1	188100527	188102366	Syt17
chr11	88424089	88424813	Spag6l
chr1	190914042	190914338	Cdr2
chr1	190914506	190915341	Cdr2
chr1	191343961	191345572	Hs3st2
chr1	198283247	198283941	Doc2a
chr1	198284781	198285320	Doc2a
chr1	198475990	198476866	Kif22
chr1	20331676	20333530	Tmem200a
chr1	207171102	207172232	Insyn2
chr1	208020112	208021131	Mki67
chr1	211923236	211924166	Nkx6-2
chr1	211957696	211958339	AABR07005983.1
chr1	212021945	212022851	AABR07005985.1
chr1	212023041	212023316	AABR07005985.1
chr12	13250770	13251344	Grid2ip
chr12	16813461	16814432	Elfn1
chr1	219199396	219200275	AABR07006089.1
chr1	220264976	220266261	Npas4
chr1	220266762	220266978	Npas4
chr1	220727710	220728963	Cst6
chr12	24709467	24710479	Stx1a
chr1	235165969	235167595	Gna14
chr1	236031230	236032394	Pcsk5
chr1	239057154	239058154	Gda
chr12	41447787	41448908	Rasal1
chr12	41449025	41449377	Rasal1
chr12	47793340	47794578	Fam222a
chr1	256035254	256036128	Kif11
chr1	260991867	260992624	Slit1
chr1	2626500	2628196	Ust
chr1	266063860	266064842	AC096600.1
chr1	266065272	266065875	AC096600.1
chr1	266912986	266913655	Calhm2
chr1	266913751	266914403	Calhm2
chr1	267598174	267599498	Cfap43
chr1	276011370	276011666	AABR07007000.1
chr1	276012704	276013493	AABR07007000.1
chr1	280103086	280104400	Eno4
chr1	281754748	281755645	Prlhr
chr1	28454388	28455598	Tpd52l1
chr1	30681551	30682193	Rspo3
chr1	30682429	30683378	Rspo3
chr13	102790215	102790902	RGD1310587
chr13	105683893	105684971	Spata17
chr13	108178326	108179088	Cenpf
chr13	109668989	109670013	Nsl1
chr13	113691706	113692866	Cd34
chr13	21677745	21678485	Cntnap5b
chr13	37491421	37492983	Htr5b
chr1	33910451	33912255	Irx1
chr1	35068149	35068941	Adamts16
chr13	57130380	57131932	Kcnt2
chr13	60435621	60436680	B3galt2
chr13	61003473	61004297	Rgs13
chr13	67350381	67351537	Ptgs2
chr1	36957647	36958451	AABR07001064.1
chr13	70574426	70575112	Lamc2
chr13	71179723	71180253	Rgs16
chr13	72789385	72790638	Mr1
chr13	83916409	83917356	Rcsd1
chr13	87846830	87847850	Nuf2
chr13	87847980	87848259	Nuf2
chr13	88264625	88265541	Ccdc190
chr13	89479911	89480597	Cfap126
chr13	90443076	90443504	Nhlh1
chr13	90443910	90444285	Nhlh1
chr13	90909035	90909925	Cfap45
chr1	41033645	41034823	Ccdc170
chr14	107602372	107603626	RF00092
chr14	107783912	107785189	Fam161a
chr14	108825714	108826388	Bcl11a
chr14	12385747	12387793	Bmp3
chr14	18634536	18635361	AC108576.1
chr14	35148279	35150012	Kit
chr14	45797135	45798688	Tbc1d1
chr14	46654945	46657579	AABR07015081.1
chr14	69927425	69928568	Ncapg
chr14	81487503	81488500	Tnip2
chr14	81724915	81726093	Cfap99
chr1	48433215	48433872	Slc22a3
chr14	84977017	84977872	Cabp7
chr14	85310813	85311804	Rasl10a
chr14	85312737	85312967	Rasl10a
chr14	89252801	89253519	LOC688553
chr15	108906830	108908831	Zic2
chr15	110646308	110646908	RF00004
chr1	52353821	52354622	MGC94891
chr15	24199159	24199848	Dlgap5
chr15	27738638	27739744	Parp2
chr1	52961849	52963105	T2
chr15	33199763	33200301	RF00263
chr15	34186577	34188327	Cpne6
chr15	61655056	61656122	RF00004
chr15	86153009	86153852	Uchl3
chr15	95513756	95514678	Slitrk6
chr15	96817517	96819575	AABR07019254.2
chr16	21089148	21089802	Hapln4
chr16	36079639	36080745	Hmgb2
chr16	37495363	37496102	Hpgd
chr16	49484498	49485563	RGD1564308
chr16	71787528	71788578	Htra4
chr16	7406681	7407520	Dnah1
chr16	81462742	81463345	LOC688801
chr16	82438583	82439798	AABR07026539.1
chr16	82440349	82440740	AABR07026539.1
chr1	70210581	70210921	RF02151
chr1	70211463	70214102	RF02151
chr17	10208015	10209435	Unc5a
chr17	10363769	10364232	Tspan17
chr17	10364380	10365272	Tspan17
chr17	13392627	13393523	Gadd45g
chr17	13393695	13394382	Gadd45g
chr17	16694594	16696057	Id4
chr17	21521050	21521994	Mak
chr1	72873992	72874723	Dnaaf3
chr1	72889484	72889744	Tnnt1
chr17	43614392	43615131	Hist1h1a
chr17	43615750	43616636	Hist1h1a
chr17	43615750	43616636	Hist1h3a
chr17	43616762	43617544	Hist1h3a
chr17	43631656	43631995	LOC103690190
chr17	43632161	43632834	Hist2h3c2
chr17	43632161	43632834	LOC103690190
chr17	43633380	43634021	Hist2h3c2
chr17	43633380	43634021	LOC103690190
chr17	43639214	43641007	Hist1h1c
chr17	43796950	43797773	Hist1h1d
chr17	43797984	43798627	Hist1h1d
chr17	43814801	43815761	Hist1h3b
chr17	44527365	44528528	Hist1h2bk
