chr10	103307554	103308517	Kif19
chr10	103394625	103395506	Gprc5c
chr10	103395871	103396602	Gprc5c
chr10	103873341	103874182	Ush1g
chr10	105630997	105631905	AC123144.1
chr10	10629403	10630287	Sec14l5
chr10	108691200	108691961	Nptx1
chr10	109785883	109786365	Npb
chr10	14613823	14614394	Baiap3
chr10	23660037	23660570	Ebf1
chr10	29450343	29450904	Adra1b
chr10	31041169	31042115	Lsm11
chr10	36346062	36346608	Grm6
chr10	36346928	36347530	Grm6
chr10	38104194	38106197	Fstl4
chr10	40247049	40247756	Gpx3
chr10	45659897	45660459	Wnt9a
chr10	45923065	45924138	Olr1462
chr10	52710438	52711479	Dnah9
chr10	53037510	53039088	Shisa6
chr10	5352623	5353703	Tekt5
chr10	54966671	54967992	Ntn1
chr10	54968167	54969063	Ntn1
chr10	55924499	55925437	Cntrob
chr10	56153951	56155111	Dnah2
chr10	57669792	57671775	LOC691995
chr10	58876808	58877354	Fbxo39
chr10	59584595	59585874	Camkk1
chr10	62699362	62700242	Coro6
chr10	64951333	64952348	Pipox
chr10	65333606	65334641	Dhrs13
chr10	66481745	66482776	Ksr1
chr10	7279802	7280784	Tmem114
chr10	74678886	74680353	Ppm1e
chr10	83407543	83408332	Ngfr
chr10	86282842	86283329	Neurod2
chr10	86283554	86284285	Neurod2
chr10	86303150	86304161	Ppp1r1b
chr10	88666354	88666614	Kcnh4
chr10	88667185	88667839	Kcnh4
chr10	88764258	88765059	Stat5a
chr10	89374097	89374901	Vat1
chr10	90411117	90411729	Itga2b
chr10	91447846	91448478	Arhgap27
chr10	91798201	91798790	Wnt9b
chr10	94170536	94171366	Ace
chr10	94466146	94466900	Tcam1
chr10	97506178	97506858	AABR07030647.1
chr10	97581715	97582492	Rgs9
chr1	100530819	100531363	Mybpc2
chr1	101085820	101086444	Rcn3
chr1	101161077	101161514	Slc17a7
chr1	101166927	101167189	Slc17a7
chr1	101686747	101687205	Dbp
chr1	101687359	101688419	Dbp
chr1	101688633	101688815	Dbp
chr1	103256189	103257684	Ptpn5
chr1	112811548	112812617	Gabrg3
chr1	112946151	112947686	Gabra5
chr11	17537627	17538493	Chodl
chr1	123015016	123015903	Magel2
chr1	124038476	124039690	Chrna7
chr11	31093607	31094056	RF00410
chr11	3119149	3120288	Vgll3
chr11	31237676	31238300	RGD1562726
chr1	131455439	131456471	Nr2f2
chr1	133559099	133559844	Mctp2
chr11	33813266	33813835	LOC102556347
chr11	33863702	33864354	LOC102556347
chr11	33908542	33910366	Cbr3
chr1	135083565	135085303	AABR07004269.6
chr1	136841165	136842730	AC126641.1
chr11	37914513	37916245	Mx1
chr11	38034607	38035847	Mx2
chr1	14223823	14224745	Perp
chr1	143277623	143279484	Cpeb1
chr1	146029014	146031042	Tlnrd1
chr1	146225800	146226752	Cemip
chr1	15300007	15302291	Slc35d3
chr1	153740451	153741528	Prss23
chr11	57207126	57208239	Plcxd2
chr11	61320543	61322349	Sidt1
chr11	61872855	61873397	Drd3
chr1	16202066	16202980	Pde7b
chr1	16203659	16204444	Pde7b
chr1	165528848	165529163	Dnajb13
chr1	165529856	165530378	Dnajb13
chr1	166432164	166433891	Stard10
chr11	68841194	68843919	Adcy5
chr1	171592039	171593317	Syt9
chr11	72157430	72158093	Meltf
chr11	74313212	74314331	Hes1
chr11	74315193	74315543	Hes1
chr11	74315909	74316736	Hes1
chr1	174410615	174411739	Nrip3
chr1	174495153	174495766	Scube2
chr11	75144467	75146127	Hrasls
chr1	176981624	176983317	Dkk3
chr1	177048206	177049101	Mical2
chr1	177049249	177049587	Mical2
chr1	177764018	177764560	Rassf10
chr11	81971705	81972752	Dgkg
chr11	82465287	82466529	Igf2bp2
chr11	83865668	83867545	Chrd
chr11	87015830	87016333	Rtn4r
chr11	87016929	87017913	Rtn4r
chr1	188097170	188097554	Syt17
chr1	188100527	188102366	Syt17
chr11	88424089	88424813	Spag6l
chr11	88971103	88971535	AABR07034767.1
chr11	88971849	88972926	AABR07034767.1
chr1	189959623	189960497	Crym
chr1	190914042	190914338	Cdr2
chr1	190914506	190915341	Cdr2
chr1	19375441	19376706	Arhgap18
chr1	198168746	198169331	AABR07005779.7
chr1	201336526	201337867	Btbd16
chr1	20331676	20333530	Tmem200a
chr1	211923236	211924166	Nkx6-2
chr1	216703082	216703713	Phlda2
chr1	219199396	219200275	AABR07006089.1
chr1	219439362	219440422	Tbc1d10c
chr1	220668292	220668684	Gal3st3
chr1	220727710	220728963	Cst6
chr1	221771982	221773379	Rasgrp2
chr1	221773532	221774598	Rasgrp2
chr12	2179498	2180744	Stxbp2
chr1	222096928	222099017	Rps6ka4
chr12	22640314	22641329	Serpine1
chr12	23150129	23152555	Cux1
chr12	24709467	24710479	Stx1a
chr1	225128098	225129468	Rom1
chr12	25263751	25265469	Gtf2ird1
chr12	28380678	28381796	AABR07035946.1
chr1	235165969	235167595	Gna14
chr12	39850417	39851256	Hvcn1
chr12	41447787	41448908	Rasal1
chr12	41449025	41449377	Rasal1
chr12	46413234	46413668	Cit
chr12	46493816	46494659	Cit
chr12	47793340	47794578	Fam222a
chr12	49417794	49419179	RGD1306556
chr12	50089319	50090862	Sez6l
chr12	50091099	50091452	Sez6l
chr12	50402772	50403849	Crybb1
chr12	50404220	50405274	Crybb1
chr12	51250629	51251626	Mn1
chr1	252099995	252100880	Rnls
chr12	52186603	52187657	Galnt9
chr1	256813026	256814168	Rbp4
chr1	260991867	260992624	Slit1
chr1	2626500	2628196	Ust
chr1	264293672	264294758	Sec31b
chr1	264795683	264796005	Pdzd7
chr1	266912986	266913655	Calhm2
chr1	266913751	266914403	Calhm2
chr1	270471510	270471895	Sorcs1
chr1	270472097	270473295	Sorcs1
chr1	274244686	274245622	Dusp5
chr1	276011370	276011666	AABR07007000.1
chr1	276012704	276013493	AABR07007000.1
chr1	280337567	280338452	Vax1
chr1	280632888	280633212	Emx2
chr1	280633432	280634499	Emx2
chr1	281754748	281755645	Prlhr
chr1	28454388	28455598	Tpd52l1
chr1	30681551	30682193	Rspo3
chr1	30682429	30683378	Rspo3
chr13	105683893	105684971	Spata17
chr13	107830030	107830565	Kcnk2
chr13	107831046	107832110	Kcnk2
chr13	108381828	108382328	Prox1
chr13	108382347	108383246	Prox1
chr13	111581502	111581928	Sertad4
