logFC	logCPM	PValue	FDR	Bo_14_4a	Bo_15_4a	Bo_22_4a	Bo_23_4a	Bo_24_4a	Bo_25_4a	Bo_20_4a	Bo_21_4a	V1	V2	logFC	logCPM	PValue	FDR	Bo_20_4b	Bo_21_4b	Bo_22_4b	Bo_23_4b	Bo_24_4b	Bo_25_4b	Bo_14_4b	Bo_15_4b
chr10,102135516,102136712	0.732894239797613	3.45393372990625	1.62137452405644e-09	1.98846184259489e-08	13.1321730770416	14.1240435211187	15.0511213449772	11.5098828433989	8.04923831577258	8.16095165143143	8.18758381419857	7.99631551193043	chr10,102135516,102136712	Sstr2	0.180755916180539	4.01616186552571	0.409842654082867	0.643106148285627	25.2941231942529	13.0947464398707	15.0845978623924	14.6940689297465	18.7929636295698	12.5990466916622	10.5026104134891	18.2424690198011
chr10,103846992,103848381	0.853902079737383	4.13242468240636	9.23107732215522e-19	7.86674536915089e-17	21.9181263481591	24.0580836828061	22.3640716647198	21.1049291062788	12.9908622006419	12.7255686777524	13.2716180425931	10.5426796962666	chr10,103846992,103848381	Fads6	-0.0459822383792719	4.29698604713721	0.741747394252978	0.879383647058575	15.9071861198508	21.4862162326918	20.2308362667421	19.2021419900548	17.9529147301986	23.8993206255425	18.6021401186625	18.8670235804367
chr10,104264022,104264450	1.03267655675936	2.51269137549579	2.80531231791009e-09	3.26364572527778e-08	8.2024140076767	6.72943802566907	6.13606770950616	8.69622428661646	3.4923055395957	4.26909384332806	3.670294452938	3.09634330726505	chr10,104264022,104264450	Grb2	-0.0573910359539876	6.20906250938257	0.516633155930754	0.731097653012686	74.0581669068576	71.6600295995075	72.2311042204307	71.540035342216	76.3115753578325	75.2066790604078	72.9959501079345	76.7230677766165
chr10,105627591,105628092	0.742075557649779	1.97420354649741	7.29130222360165e-05	0.000279930319621744	5.21045250416234	4.19482285876867	4.98505111607105	4.36295440902839	2.33147180985007	3.20246919752485	2.44529666054996	3.21087164739857	chr10,105627591,105628092	Cygb	0.36755860815328	4.98196829453864	0.0112500078935457	0.0509872236857283	29.80166807673	37.4944712355405	35.9419162877651	38.5445892663087	23.3744363914547	23.9115576405754	36.5623842629697	26.0379867301067
chr10,108691200,108691961	0.786740464634099	2.91069273311964	3.34910685633142e-06	1.82232263764593e-05	8.98074803024872	7.71025266045887	11.6259887558974	8.82038927951898	4.46775684542121	4.47682650436466	6.40305790914942	6.15146742133433	chr10,108691200,108691961	Nptx1	-1.56738347868908	9.20952213134736	9.6216286572451e-19	1.24567728983586e-16	391.830736439016	246.025371708908	266.398750649107	290.389256183883	1031.5433220161	601.38086329186	1117.33067658745	790.342421845445
chr10,14055338,14056346	0.594161289548815	3.40015819863758	1.70795129146845e-06	1.00102249124926e-05	13.4160674016427	11.891888385821	11.0266534596014	13.6523713882094	8.05038737843323	9.41574959498994	8.18703095479905	7.44766441509821	chr10,14055338,14056346	Syngr3	0.0128316067136249	6.2085660293602	0.889285460398119	0.958449593821544	78.1575025327409	71.3822715743093	73.0651827297454	73.9664811089213	75.748099463558	72.218997396286	74.7565347737695	71.2225039508018
chr10,15088813,15089280	0.881046713378181	1.87644168575414	0.000122868235296477	0.000445764782676351	3.86610241012679	5.73656689928821	4.15786865912236	4.36039095053446	3.09731876062857	2.14057758036654	3.10834407246783	1.48513273755275	chr10,15088813,15089280	Gng13	0.580428937876381	3.70197155747803	6.54413035353521e-05	0.000664332762011565	15.8400456226083	14.4835014115528	14.9464256332362	16.4302940156222	9.92664241902598	8.68509012432854	13.0312855630783	9.60729001930456
chr10,20621546,20623036	0.795108153036914	4.01652503107965	3.0712462024386e-15	1.31794283362802e-13	20.275438558633	21.9144964237087	21.1048889838596	17.9467234309991	11.9264964023281	12.6245988645212	11.3860512060395	10.9165602249204	chr10,20621546,20623036	Fbll1	0.152813036860303	4.990888099646	0.142930165488752	0.332165395113902	34.8758660563344	32.5723817931567	33.2304371384436	32.6502479204511	31.0451524430453	32.6549403011959	27.1986960606605	29.0318797644761
chr10,20818267,20818923	0.644053504109646	2.62896170729532	5.86824221871538e-06	2.99266414336863e-05	7.7217794980502	6.82518006888405	7.61006805717413	7.13328669794663	4.27020450297074	4.95285834369274	4.61092958507991	4.8931957727743	chr10,20818267,20818923	Wwc1	-0.074423455690144	6.78064902389252	0.509566630503258	0.726688157372643	118.799875884716	102.707585141478	105.809092233148	100.585009483259	119.746470897208	113.272123576024	90.4023064337719	127.130128687712
chr10,27365508,27367019	0.813270240701838	3.56243205668244	1.15443144791709e-10	1.8289810492506e-09	15.6375673235908	15.6820138990715	12.8323910602244	15.2464707914497	8.82207536878712	9.99559074128301	8.0920830547309	6.89972849258333	chr10,27365508,27367019	Gabra1	0.59850629742802	8.27033318619694	2.01246146920855e-08	4.64279572394668e-07	347.22339625612	390.875270034251	384.236829932604	364.563966382085	230.977863371672	269.515458819307	204.26331586056	277.234160692053
chr10,27973434,27974857	0.742978068953431	2.80367731646848	1.90921003639358e-07	1.42520516366361e-06	8.01627248373656	8.96075769773644	9.33874223713559	7.73535765576674	5.23551701960271	4.76362178910715	5.74296403974353	4.60942589468256	chr10,27973434,27974857	Gabrb2	0.48324741875787	6.36051293793221	0.000111008546902078	0.00104680376832609	82.3231089829993	105.621304244979	100.387330908687	94.2082595233774	60.4036593539384	70.7227118783625	58.1312618748123	84.3835115899243
chr10,3411036,3412227	0.885582752201476	3.85261174523001	6.8333760667104e-15	2.69277093470719e-13	19.0182928161107	18.1260255621757	21.0345596173468	15.8708401644104	9.12126352420037	10.6828832535629	9.50325434627267	10.7691575147321	chr10,3411036,3412227	RGD1305733	0.129526648866533	7.26832902873033	0.148937857092456	0.340617469469862	166.734914594693	155.309365267702	158.435582717421	163.253554453032	148.821843475254	141.449764292172	157.896847911343	140.286893083744
chr10,40374370,40374973.1	0.685130629630061	1.80825391846402	0.000236871409856536	0.000797201174444857	4.34319359454921	3.61019262172583	4.25836035611316	4.15852232313737	2.23320432770348	2.62265295947318	2.63533165440259	2.66949746537728	chr10,40374370,40374973	Anxa6	-0.793193382578701	6.84770794268186	1.56751618750571e-13	9.04830682963547e-12	94.4151114565896	78.1040570616777	80.9206187768782	83.3247971009697	158.95785235652	135.687863922563	161.348691546469	127.615036734926
chr10,40763557,40764671	0.784783717220648	3.97421663778674	8.7917464235872e-11	1.42824570835903e-09	20.7540427816627	21.9105240315928	17.7255363405054	18.3336697121159	12.0210689539375	13.9733778994335	9.97131692604659	9.74466021803389	chr10,40763557,40764671	Sparc	0.0890732492307104	8.66427491365751	0.483780349237189	0.706118673093129	518.200371516244	353.862733845372	387.572360716205	412.673563485083	451.391284251852	379.591729860958	417.044604052309	324.156096311561
chr10,45306712,45307095	0.665671808854752	2.50337024330102	0.000106113689539822	0.000390780499096953	6.56637411519309	6.91664946213524	5.77871948315051	7.70985109688902	4.65146810229345	4.17851320247432	5.08507266488704	3.08157659092609	chr10,45306712,45307095	Trim17	0.268534144695094	4.28862419280147	0.020620673113007	0.0815370611255503	19.1037448713105	22.5248172047808	21.8295397856883	21.3512454610021	16.3334202222792	18.3555487071046	17.0515575279804	18.65901760628
chr10,46510256,46511623	0.690077212554578	3.70041083043672	3.3753926020458e-08	3.03015923137797e-07	15.5456103303048	18.398938810045	14.653628730172	14.7671978704971	11.0469464873477	10.7777862808126	9.69266252186527	7.78069439662047	chr10,46510256,46511623	Rai1	-0.017871087107623	6.93412263487768	0.841561526980415	0.935852234904225	127.830466219222	117.538789112018	119.782557891405	120.412108441056	125.94217516534	117.543260546988	122.598441286968	125.527782354732
chr10,47281426,47282497	0.804494384778566	3.21785894270444	4.97778452105332e-10	6.86395481073382e-09	11.297756466713	12.949286590247	11.772647891766	10.41301282869	7.07598589854284	6.99272854940268	6.7761353859317	5.75634742126729	chr10,47281426,47282497	Kcnj12	0.591956853344898	3.64355438916108	0.000141437262331493	0.00129376093732891	17.9263567503641	13.2352988155335	14.1815668663668	14.0715108041328	10.7698764840128	9.10960673326988	8.03468534671315	11.4886598464705
chr10,51668157,51669640	0.64360531271467	3.89175882072313	2.28096817909149e-08	2.14124681376294e-07	16.6113121871911	19.7684294679901	19.851594623825	15.2766803353495	12.1176531387325	10.7889771482643	12.4249688962978	10.4685236198693	chr10,51668157,51669640	Arhgap44	0.134719575621304	7.12001029226463	0.254240998004069	0.483610600471339	162.289868785595	138.814813524635	144.253622754031	136.424425725806	142.62567672385	146.993136497398	101.746800248925	138.547245485963
chr10,54125966,54126777	0.935598139434701	1.90801898711004	2.99296763856848e-07	2.12166308574079e-06	4.73076697106929	4.29136280297098	4.70820247801858	5.04508010033796	2.32856448935865	2.33307027271349	2.9192935106637	2.21490379726984	chr10,54125966,54126777	Gas7	0.259846975150502	8.00715684054332	0.00675553155050846	0.0340517881769928	296.232303357388	268.759784679872	274.742294730433	281.170058033365	234.074376298248	203.710667760107	239.982296378251	258.366470858498
chr10,56166479,56167651	0.773624824291043	2.9998120120359	9.8244011934092e-09	1.00814472745874e-07	10.616672273036	9.35827306701705	8.95001043184538	10.5870706829813	5.52942103654383	6.50355500353238	5.74038807926421	5.3214517504773	chr10,56166479,56167651	Efnb3	-0.448017637421706	6.37233636582672	0.0266836562232135	0.0994402272435043	93.0982870409115	55.3698153373556	61.17590633875	70.2232097821131	104.399125677237	54.6603400045823	125.199261914878	97.5399340924369
chr10,62026029,62027270	0.612814654929538	3.67069602941043	5.28226147085078e-07	3.52417278183055e-06	16.6965947380046	12.6831743505988	14.5696478912249	16.8173212686909	8.54241588754829	10.6821987817951	9.97548064560482	10.4989050672745	chr10,62026029,62027270	Dph1	-0.504828584084262	4.74579012722413	8.38687175366852e-06	0.000107134521031121	21.7447266971042	22.9402434210025	22.5246401945352	21.0730842415121	31.2569160177325	31.8750360067576	26.9176479909879	35.229563953183
chr10,62034778,62035065	0.629133446012431	2.82357824916838	1.46649136333217e-06	8.7209851384292e-06	8.59180915366207	8.3798634885397	8.32888179651218	8.22204838714436	5.33428937656003	5.72981656162879	5.45832601427242	5.14789081040714	chr10,62034778,62035065	Rtn4rl1	-0.645602839316423	6.66495207269885	2.86342692787925e-08	6.38188011260456e-07	82.7425962116215	75.5403673324033	76.6800220940371	81.1765438910166	125.801502725116	106.518778048051	152.961489144973	109.304669936262
chr10,64655467,64656538	0.702890096667943	3.88247461716584	4.62073257599541e-10	6.41782341528645e-09	17.8623341617416	16.5735102853708	18.0174632220097	19.7887236819177	10.6697291445216	10.207555157701	13.5587997239286	9.93159971170955	chr10,64655467,64656538	Abr	-0.35293731406372	8.70199414538212	1.40497232381936e-05	0.000170175576641018	367.371525231027	366.6178555998	366.230746598097	362.345870179639	472.372413758873	469.951625368707	468.692049751213	456.925797234273
