logFC	logCPM	PValue	FDR	Bo_14_2a	Bo_15_2a	Bo_22_2a	Bo_23_2a	Bo_24_2a	Bo_25_2a	Bo_20_2a	Bo_21_2a	V1	V2	logFC	logCPM	PValue	FDR	Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_24_2b	Bo_25_2b	Bo_20_2b	Bo_21_2b
chr11,11584300,11584578	0.748197211334335	1.96342179975367	2.14426372268301e-05	0.00030229271956065	4.44285050748477	5.14025074499314	3.84998825876117	5.18900018691085	2.89253042078071	2.98017253854245	2.61066228667582	2.58452889685517	chr11,11584300,11584578	Robo2	0.113546841041621	7.65312016922519	0.0987289181261829	0.315143254138913	202.192078248289	217.32090967987	219.226320008232	197.477374088519	189.50899549614	195.414103402018	204.716130079403	183.347734555634
chr11,30050088,30050993	1.28361789429329	2.4522080525085	9.15154389853589e-14	1.5913801575381e-11	7.31221805902812	9.18201553650053	7.43085158803069	6.02363514525952	3.07959244930068	3.53833631318124	2.61155888573167	3.04631510077643	chr11,30050088,30050993	Tiam1	-0.27295616802041	7.26937783072891	0.0195206262241424	0.112835753676371	127.898717161894	173.007465193031	133.651669395748	123.768612240565	147.030237929962	209.912064824508	157.240819889521	160.519550159067
chr1,142134324,142134528.1	0.633975663468616	2.19616464070038	8.97037496174453e-05	0.000997999260969662	6.01649175411668	5.59807534922223	5.13668675736922	4.63345093883573	3.45286976180057	4.00382514000346	3.35618889376228	2.9533948052839	chr1,142134324,142134528	Unc45a	0.0309961346025196	5.45204712015393	0.701963525137233	0.881167581580644	44.6095024901208	40.5370591212188	45.6399093291435	45.5722405994344	45.3814720917478	44.6048619932312	38.0421039457178	44.6931655500698
chr11,69739073,69739929	0.940598395319604	3.96494416581543	3.12813221121455e-11	2.55392813102863e-09	22.6774432116791	22.3025575370188	21.9311238429738	14.1790436990425	10.4522421463728	12.7560987657018	9.51101095568744	9.50718337811751	chr11,69739073,69739929	Kalrn	0.15778431218597	8.73441274391494	0.0358954694385823	0.168849960583992	448.829163513935	421.515857229537	467.935630109424	457.866282742906	417.153836924298	426.985957529022	353.739805073067	412.504161309012
chr1,192378120,192379234	0.818417895124098	3.19043869840822	2.32298280970122e-13	3.53471190872207e-11	11.6625919646401	11.9300740031341	11.559999507115	10.4713210272027	6.62526649877531	6.7060628269311	6.2463248285206	6.2771131013255	chr1,192378120,192379234	Prkcb	0.298017750702677	8.69077077281666	0.000460909617795869	0.00656432079165526	434.149723479322	501.631705784241	451.936135284877	434.682647043061	348.682670475307	430.513793374282	336.847747880737	366.529970292399
chr1,211197061,211197781	0.626415570238339	2.9568803725031	4.97425176801454e-06	8.73193070250301e-05	10.2742959186381	7.88654056574176	10.4632028712904	8.1547651222971	6.06550012590091	5.58981802628496	6.52369959972292	5.6307439967885	chr1,211197061,211197781	Mapk1ip1	-0.0912992678255339	4.91686068188315	0.367467059068019	0.661613113648466	29.3652550967096	24.3252442611747	32.746043808507	30.0025070608026	34.1929944295304	31.8604014174857	26.4009089753987	31.6379546648322
chr1,222589321,222589523	0.616258441502568	2.43406419236315	3.77117023021843e-05	0.000484274395849036	5.73864558084921	6.97598170557278	5.50142721454237	7.04222206295498	4.29217077192048	4.19148599648067	3.91583838450419	4.06173170644287	chr1,222589321,222589523	Mark2	0.076770619659328	7.39549406539895	0.296599620296134	0.590846972514938	173.706292814598	167.846062201046	172.024975286565	177.191564531373	166.732576285028	174.375393835428	143.71605090269	170.366539031792
chr12,31530268,31530877	0.662924358958034	3.46436297839368	1.18364685842526e-08	4.49279641426614e-07	13.6989280851941	12.9364963293253	15.3276994104337	11.2129399882093	8.49189605875949	8.10457880542107	8.29678547378104	8.67785027227453	chr12,31530268,31530877	Rimbp2	0.0693715861238949	6.29490343740715	0.466507178281448	0.74206926194886	84.7235982007779	67.1162972416841	81.0569298314339	88.1385538561647	84.8869499946356	71.7766668165542	66.8609998393002	82.4969922588783
chr14,37436371,37436794	0.874158776658518	1.64362499769177	5.23238180354542e-06	9.09512231450322e-05	3.5172395795421	4.22246269040719	3.30064960825941	4.16975312113893	2.14614189142501	2.14223521957794	1.95799858342886	2.03083624842544	chr14,37436371,37436794	Ociad2	0.0168140812782579	3.53903717062874	0.884199216320738	0.966159576492064	11.473698040649	10.3811132502024	12.7808057567706	11.5158963079609	12.1482753146157	11.5039221659123	10.6831679014227	11.2941488330986
chr14,85483832,85485240	0.702243360618149	4.87338797607818	1.88818163025921e-16	6.26849837200937e-14	38.8754255301727	37.9914211270547	37.1580277182139	30.2095843362687	22.303267693954	24.6795492860767	21.1627273277876	20.4922724020002	chr14,85483832,85485240	Kremen1	0.738288477228192	5.70127224595534	2.85149974530272e-25	4.92418362266964e-22	63.2260383726573	63.8816783402622	67.9236277753453	64.5533743945242	39.1885358307292	42.1931515273302	35.4186578537266	38.9277473803409
chr14,85950840,85951100	0.898567313215271	1.76153060085013	3.73648569453031e-06	6.84032687388344e-05	4.25777131217127	4.95802307353457	3.75972951576894	3.70673158880204	2.23971979211827	2.69997082613513	1.95849582262714	2.03061512567433	chr14,85950840,85951100	Mrps24	0.0290665902430338	4.05154192918271	0.809147968727555	0.930984937346214	16.5284255352355	15.4995636686934	17.3278779215541	17.0281722030311	16.816583734207	18.5174996882496	12.8350865915089	16.9794036553292
chr14,86827106,86827764	1.00758689755722	3.03815868870727	7.04365165424874e-14	1.26568834639676e-11	9.53354466938517	10.0910844174912	11.9307178588775	11.3048382979695	5.50533953800983	4.19449734742557	5.4065009881493	6.18615554806003	chr14,86827106,86827764	Ccm2	-0.121889533854997	5.76957336016198	0.0847548992039329	0.287260111389189	52.7932464051351	52.6436808643068	49.5382055569882	53.3584573166614	56.7314833000996	59.2515619413829	51.469772952762	59.4304878000307
