logFC	logCPM	PValue	FDR	Bo_14_4a	Bo_15_4a	Bo_22_4a	Bo_23_4a	Bo_24_4a	Bo_25_4a	Bo_20_4a	Bo_21_4a	V1	V2	logFC	logCPM	PValue	FDR	Bo_20_4b	Bo_21_4b	Bo_22_4b	Bo_23_4b	Bo_24_4b	Bo_25_4b	Bo_14_4b	Bo_15_4b
chr10,45534333,45535219	-0.601740725603414	5.04625937480502	1.44284238513199e-16	8.06962017228727e-15	24.816972727961	27.6646637186597	27.5386183463022	24.2773173897883	41.1119793787102	37.2193135421722	38.2056912845922	41.7937353020814	chr10,45534333,45535219	Gjc2	0.0557834669014669	5.01103871953409	0.739596693970076	0.878052568271702	33.833607323016	33.6128650354114	33.3697466073209	30.0842742937866	30.5533497325391	29.6011506365861	21.4246216763027	44.3526161067323
chr10,59887827,59888739	-0.677770745461061	4.26612111783523	5.01209098875117e-15	2.04530803150406e-13	14.7714895588709	14.5192757721583	13.3845527794372	15.9296703021164	24.0467510281468	23.6086320963898	22.3955173383831	23.6441407543286	chr10,59887827,59888739	Aspa	-0.293143613000908	3.81916973512556	0.0528117437318559	0.165626464315682	10.4885851341152	14.278691082981	13.2788280423904	12.200200188943	13.6587785832732	15.7947335336946	13.3891179655485	18.7298571088267
chr10,66873744,66874243	-0.77683740284246	3.13040371759806	5.35445086170792e-09	5.83362556887697e-08	6.08393335707532	6.04369656714285	5.69362214099372	7.41033646323216	11.3426253860281	9.81966286203075	11.766226917713	10.2994405089113	chr10,66873744,66874243	Evi2a	-0.0641012532606096	5.16651949612794	0.695882815172447	0.852913940842135	36.195693534747	36.1079069188033	36.0811653555495	31.5397147946486	37.099719580036	43.2525388074916	22.6938529330074	43.2365899524964
chr10,74874744,74875529	-0.750116746182117	4.7575330346534	1.30242280871447e-16	7.37747701103056e-15	18.7351006902622	19.3938565904311	21.0167782436305	20.8873180229943	33.7464094113284	28.3891392898063	36.9896223621659	35.4816995640401	chr10,74874744,74875529	Sept4	0.08264970585319	7.11877415336578	0.567933885724708	0.769057484477157	140.681904548036	150.390602422153	148.008285097002	132.195543743579	130.730196690213	145.784827091909	92.0953763027641	170.853861302425
chr10,88490414,88492011	-0.609820286637018	6.65876107227638	2.4278971028699e-24	5.46715753371211e-22	75.7961443729341	80.0935202496552	81.1325852067608	82.2855495474675	125.575288623516	109.124975578647	128.837441453908	123.725741914557	chr10,88490414,88492011	Cnp	-0.0363199211347805	8.70700130922746	0.804864797305463	0.914961868489017	417.739333333418	428.714963000185	424.00212665057	379.536302719193	413.801609035016	429.53750704378	288.957458036611	559.760339295179
chr10,98388986,98390066	-0.685644135531135	3.56832485621522	1.3604208187811e-09	1.70102439292906e-08	8.78681324384806	8.48101094508249	8.32029286945667	10.1831161947068	14.6416112066177	13.2204594057521	15.3419887875461	14.3076552234304	chr10,98388986,98390066	Abca8a	-0.377446729780506	6.52934871713567	0.00270937208328976	0.0161183688059791	89.0655409682141	78.1049618894741	80.0868522911661	73.6876752209738	112.987879112918	115.046675843293	76.8048636676578	112.091351607519
chr1,156553064,156553710	-1.01921123787727	2.62873751503198	9.62427771871774e-07	6.01693642799828e-06	3.76670088925807	5.34437596834324	3.52277852304553	3.18181713077152	9.78181675005943	9.4136653036121	5.544747967496	7.36221979024297	chr1,156553064,156553710	Dlg2	-0.11399533587219	7.80286547949793	0.180270559954041	0.386075603206018	208.973388314207	216.990846681651	215.233588260055	216.215449749531	226.823735773667	224.838326779356	243.575215691764	232.675124443225
chr1,170403833,170404798	-0.687325610848718	5.10462734092637	9.81959391152672e-21	1.20583526193632e-18	24.6248042660443	28.634762151629	26.1666397715656	25.3588764840815	46.0509114970269	39.6484691634826	41.5947083534909	41.4993454605963	chr1,170403833,170404798	Apbb1	-0.32670369831172	8.33234913478132	0.00146547878445063	0.00969676034066231	323.119359897818	265.779113417044	278.00962458582	276.524756794098	396.27019793298	383.57160262656	337.498926256595	316.707142667851
chr11,72704254,72705345	-0.707546695533464	4.75893233351694	5.21926443734271e-18	3.92962198140519e-16	20.1795607919598	19.8804999268838	18.1757668169236	23.441257905358	34.8082863680412	32.0668441602874	34.3508892994638	32.0711643216445	chr11,72704254,72705345	Apod	0.0729453874616731	6.44787387043749	0.596111491675306	0.788263600033789	90.2451086680212	92.3134697238167	92.0446857141979	82.8383341649179	85.1819362443251	98.3950369831073	58.6976495191419	97.5411578449112
chr1,185861905,185863066	-0.62411692098636	4.05038306289403	5.83196341636997e-08	4.94531773605983e-07	13.1295643588283	14.1196905754342	10.8385029427371	13.4614855444356	22.0027812281083	22.1402762717136	17.2159857234199	18.1051407034015	chr1,185861905,185863066	Sox6	0.080143446742589	4.80806280765341	0.505535922187415	0.722957767440403	28.9007111484585	28.9692017682414	29.1289957109432	27.5894627154118	27.5959006193638	31.9399987037895	22.4087440220678	26.4559541730035
chr1,211197061,211197781	-0.77873269059711	3.40215873090193	1.39518808880254e-09	1.73776600053367e-08	6.763182006695	8.37334609762664	8.52556568971369	6.84451877218235	14.0557053371529	11.0883719724001	13.5526476227017	13.6976815613376	chr1,211197061,211197781	Mapk1ip1	-0.0488260177114924	4.67953872180905	0.675443486142831	0.839799777832236	24.5235477886214	25.781533603846	25.5835262952943	24.3314789721389	25.9769796627003	30.090812375424	22.3377217868527	25.2723797919638
chr1,211923236,211924166	-0.924652923483933	5.00315719051706	4.02732527396693e-15	1.68795143740187e-13	19.6074667909203	22.1178247183994	26.5774307664794	19.5309752247589	41.1183922010974	33.2540477752987	43.4800996767468	48.9512684536603	chr1,211923236,211924166	Nkx6-2	0.23574056143771	3.69605995021064	0.265475143384572	0.497013852372582	14.9374702714066	14.0688819377082	14.3213966053881	12.1294428833291	11.9675474653045	14.3655131427226	6.13588419588209	14.622258771223
