logFC	logCPM	PValue	FDR	Bo_14_5a	Bo_15_5a	Bo_22_5a	Bo_23_5a	Bo_24_5a	Bo_25_5a	Bo_20_5a	Bo_21_5a	V1	V2	logFC	logCPM	PValue	FDR	Bo_14_5b	Bo_15_5b	Bo_20_5b	Bo_21_5b	Bo_22_5b	Bo_23_5b	Bo_24_5b	Bo_25_5b
chr11,30051687,30052007	-0.915943706061648	2.01387458792273	2.65987227928245e-07	1.87645434158619e-05	3.77940378182559	2.00873913096611	2.43261213633846	2.5013314593713	4.4958760757229	5.36570295658188	5.12777650691861	5.31859525885316	chr11,30051687,30052007	Tiam1	0.14719716419696	7.4369306113729	0.03297464329198	0.136078546809753	178.122366419751	191.561072562768	173.721690129214	162.796882135241	190.177003295047	168.005921283863	173.672447246883	147.157817652777
chr11,69483910,69484631	-0.594872177599839	3.56335678566353	2.55723549737816e-06	0.000104869837130724	11.3867018770265	7.33459549209815	8.8621442128748	9.51610542779274	14.2423186347101	12.3409543701406	13.6045826033837	15.8996026360255	chr11,69483910,69484631	Kalrn	0.190980261356152	9.33728589484154	0.000410992869546051	0.00495945893021883	699.814720679506	710.174863391883	602.823664713015	592.770493680064	667.234341237087	680.605958848629	638.023410428904	582.46879011665
chr1,239413035,239414209	-0.875221298014344	2.73247205412871	2.59319925014945e-11	1.20319458285299e-08	5.32252996606633	4.13895275207316	4.00761949422858	4.79243163587537	9.01510794390271	8.22503409640422	7.65552932866086	8.66461405652894	chr1,239413035,239414209	Cemip2	-0.308135763098549	5.361359171732	2.57230798428567e-06	7.50521587568552e-05	37.2740257070081	36.8257623120035	45.1944351623276	43.795670075974	35.5454041065854	36.8122408490067	45.5423973222875	46.8004100779537
chr13,78282743,78283889	-0.678739616217525	2.93466561542106	3.83264681440376e-07	2.47688222386928e-05	5.78716722326779	5.17362274383165	6.49136686075529	5.55767064686961	8.40268889554442	7.94959137784173	9.84656443386225	10.6492939063715	chr13,78282743,78283889	Rabgap1l	0.0575974272844819	5.60266609885356	0.395852161738922	0.642567138936585	50.0217147441937	49.3614146702812	46.4066972228176	48.7614264666957	48.0000918319988	50.2802619146833	50.1719359489619	44.6571543009793
chr14,11095069,11095937	-0.699596341513181	2.77711985592349	7.46134217853537e-07	4.12658525321639e-05	5.45343424608678	4.3667597495962	5.63646854788754	4.93243967824713	7.54198578708052	7.11309192575459	8.82085325037338	9.66519686100832	chr14,11095069,11095937	Tmem150c	-0.251879249772225	6.45551231537158	0.00391118436463911	0.0287127933721682	75.7923514992678	71.3260743719812	95.085594857229	110.602241939325	89.2785434506681	83.5782213306823	85.1664109552643	90.1912905710893
chr1,42587105,42588551	-0.625585067883718	3.99044417806775	2.01225614244523e-13	2.64816566993323e-10	13.1938632236888	11.7316135354812	12.5704600010065	11.9486351199512	17.8741335531499	19.0974261871808	19.5542267624151	19.82193433606	chr1,42587105,42588551	Rgs17	0.0840234619131069	5.40694129450529	0.303289491556897	0.557374886175742	41.2903190505645	42.4939109628888	43.1952407259145	44.4226831440703	48.556400654432	41.7449177606024	39.6764888351299	36.970023395649
chr15,40429172,40429688	-1.04108176270779	1.35333405189154	4.12364183553131e-07	2.6113151329623e-05	1.0037249517252	1.97781292394377	1.78253824043408	1.52838479159105	3.245444968222	2.92872425832996	3.35040224749556	3.41507551248561	chr15,40429172,40429688	Atp8a2	-0.177950647953598	6.12838312899215	0.0149799648024135	0.0779413834054091	68.3131033495019	68.973144786222	73.7345553654826	66.3245819867992	60.2461716641862	64.5529746175131	76.7187789825496	79.7078270532852
chr1,82581160,82581753	-0.661034523756216	2.94774902218792	1.84124378468293e-07	1.41476715901417e-05	7.14344312099586	5.10358800364879	5.57527651224448	5.55792183978637	8.46919333217185	9.82574831921868	9.36675278211995	9.38416581636336	chr1,82581160,82581753	Axl	-0.165085429049701	5.31685528108852	0.0198746886372898	0.0950262890680202	37.5507122702171	37.5342549191942	41.6364895402312	43.374399351962	37.2241675890898	37.4882763062069	44.7313278089445	38.296521145964
chr18,44141306,44142930	-0.716536760347565	3.9413169043669	4.74509733064862e-11	1.87680267699277e-08	11.2359262310564	10.5577241761667	12.3499381010905	11.8082788717554	18.9435054789332	15.4802931402716	19.0752004070986	22.0105101731074	chr18,44141306,44142930	LOC103694210	-0.173514267395099	3.53362059931487	0.213211959424396	0.455891895689304	11.7101016167747	11.8218764494254	11.1795103900078	10.9151138904059	8.74867085374748	10.7591008678901	15.6245860195647	10.8364339032447
chr18,47739629,47741105	-0.68475235594227	3.75783179627043	8.86523008597321e-11	3.0702115734585e-08	9.82165144591845	9.73995172206476	11.1348219879478	10.280630595039	16.0918002931482	14.0846395101605	16.9563054848546	18.7231493536927	chr18,47739629,47741105	Sncaip	-0.112802821165031	3.38360760975424	0.294502971063542	0.547102847029711	9.90726632803167	10.689921496612	11.2418766195978	10.1448662906966	9.93570478159876	9.06035769849447	11.7364143817073	9.71459508030957
